,Giant,GiantStd,GiantDist,CompSizeDist,CompSizeStd
C4H10_3200K,45.94066233662096,17.98008188440002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005893673322107289, 0.007878277604041375, 0.02455697217544704, 0.011085718867773233, 0.04608692165824713, 0.022351856306631383, 0.026782134552161014, 0.023474460748937536, 0.038990457862240396, 0.0236949723358191, 0.027303343757517442, 0.018462833774356507, 0.014714136797369898, 0.04211771309437896, 0.013431160291877155, 0.04698901451367172, 0.019825996311442547, 0.013751904418250341, 0.014994787907946436, 0.014613904257878278, 0.017239996792558738, 0.015054927431641408, 0.015515997113302862, 0.010644695694010104, 0.01174725362841793, 0.030089808355384492, 0.01232860235746933, 0.012509020928554247, 0.011366369978349772, 0.001403255552882688, 0.01715981076096544, 0.004209766658648063, 0.003768743484884933, 0.006254510464277123, 0.021028786785341994, 0.030851575655520807, 0.007357068398684949, 0.019044182503407905, 0.014954694892149787, 0.023955576938497314, 0.024356507096463795, 0.009161254109534119, 0.02090850773795205, 0.008018603159329644, 0.01004330045706038, 0.015676369176489454, 0.013150509181300618, 0.01715981076096544, 0.0043099991981396845, 0.009842835378077138, 0.008800416967364284, 0.007437254430278245, 0.01944511266137439, 0.010845160772993344, 0.0007818138080346404, 0.0013631625370860397, 0.0067757196696335495, 0.007517440461871542, 0.010343998075535241, 0.005773394274717345, 0.006795766177531874, 0.009682463314890546, 0.016297810921337502, 0.004430278245529629, 0.0006615347606446957, 0.00022051158688156524, 0.00028065111057653754, 0.00018041857108491702, 0.00024055809477988935, 0.0, 0.00010023253949162056, 6.013952369497234e-05, 0.00030069761847486165, 0.0012228369817977708, 0.0, 0.00016037206318659288, 0.00010023253949162056, 4.009301579664822e-05, 0.0, 0.0, 0.0, 0.0009421858712212333, 0.00032074412637318576, 0.00028065111057653754, 0.00014032555528826877, 4.009301579664822e-05, 0.0, 8.018603159329644e-05, 0.001784139202950846, 0.0, 0.0, 0.0, 0.0, 0.00024055809477988935, 0.0, 0.00020046507898324113, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.         0.50105575 0.16508433 0.09260393 0.04961637 0.03791357
 0.02115064 0.01389558 0.01204918 0.01017045 0.00814024 0.00705524
 0.00807496 0.00676613 0.00494991 0.00718825 0.0073345  0.00431473
 0.00596994 0.00470083 0.00237474 0.00255393 0.00173064 0.00195416
 0.00275159 0.00234918 0.01825126]","[0.         0.07283499 0.05084244 0.04034092 0.02165832 0.02001991
 0.01838013 0.01281728 0.01279022 0.0128448  0.01069526 0.01203198
 0.01162893 0.00993818 0.00842811 0.00981546 0.01074505 0.00756581
 0.00928391 0.00788469 0.00634751 0.00596944 0.00551827 0.00565364
 0.00682685 0.00556831 0.00970684]"
C4H10_3300K,47.316633671366816,13.958534120661986,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00012120722395054746, 0.0, 0.0, 0.000888852975637348, 0.0011918710355137167, 0.007737061128843279, 0.023716213486323783, 0.004908892569997172, 0.006727000929255384, 0.018423498040483214, 0.020079996767807362, 0.00840370086057129, 0.021898105127065574, 0.01591854874550523, 0.026524180841178135, 0.02569593147751606, 0.03064522645549675, 0.037816653872570806, 0.013797422326370651, 0.03605914912528787, 0.023312189406488628, 0.01399943436628823, 0.02539291341763969, 0.04250333319865864, 0.05369480021009252, 0.037533837016686195, 0.053472586966183185, 0.02335259181447214, 0.023453597834430934, 0.0324431336107632, 0.03220071916286211, 0.013070178982667368, 0.034281443174013174, 0.049917175063633794, 0.02173649549513151, 0.029534160235950062, 0.015878146337521715, 0.010848046543573997, 0.010060199587895438, 0.02020120399175791, 0.011615692295260797, 0.01535291503373601, 0.004767484142054867, 0.014847884933942063, 0.003555411902549392, 0.005232111833865298, 0.0012120722395054745, 0.0022827360510686437, 0.002060522807159307, 0.0006060361197527372, 0.0008080481596703164, 0.004969496181972445, 0.006161367217486162, 0.004201850430285645, 0.00034342046785988445, 0.0005252313037857056, 0.0023433396630439174, 0.00270696133489556, 0.008343097248596016, 0.007716859924851521, 0.000666639731728011, 0.0032523938426730235, 0.0003030180598763686, 0.0008686517716455901, 0.004383661266211467, 0.0005454325077774635, 2.020120399175791e-05, 0.001979717991192275, 0.0036362167185164237, 0.0, 0.0, 0.00454527089814553, 0.0006868409357197689, 0.00016160963193406327, 2.020120399175791e-05, 0.0, 0.0002626156518928528, 0.00018181083592582118, 0.0, 0.00016160963193406327, 0.0004646276918104319, 0.0032523938426730235, 0.00012120722395054746, 0.00038382287584340027, 0.0033938022706153288, 0.0016766999313159064, 0.0009090541796291059, 0.0, 0.0004646276918104319, 0.0, 0.00024241444790109492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00016160963193406327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00016160963193406327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.         0.51009374 0.18946253 0.07356015 0.04237982 0.03054639
 0.02255821 0.0197134  0.01677415 0.01417235 0.00932791 0.00476192
 0.00711185 0.00531792 0.00495754 0.00266354 0.00419216 0.00293497
 0.00261953 0.00180891 0.00176001 0.00067337 0.00078892 0.00102855
 0.00080512 0.00191956 0.02806747]","[0.         0.04144223 0.04882034 0.02938387 0.0271066  0.01666789
 0.01664733 0.01360983 0.01780254 0.01207183 0.01111408 0.00819592
 0.01117656 0.0082855  0.00908217 0.00661944 0.00758366 0.00659194
 0.00580747 0.00491277 0.00536275 0.00321506 0.00338974 0.00444094
 0.00340161 0.00547923 0.01022909]"
C4H10_3400K,60.61689611013286,25.04087146198008,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00040019209220425807, 4.0019209220425806e-05, 0.0, 0.003281575156074916, 0.002881383063870658, 0.00262125820393789, 0.0005002401152553225, 0.005822794941571954, 0.003701776852889387, 0.006523131102929406, 0.004121978549703858, 0.0032215463422442772, 0.010505042420361774, 0.01714823115095246, 0.03455658716183768, 0.018448855450616294, 0.01592764526972947, 0.019349287658075875, 0.030354570193692972, 0.009084360493036658, 0.021770449815911638, 0.024671842484392508, 0.022770930046422284, 0.03617736513526493, 0.018668961101328638, 0.01530734752681287, 0.016507923803425643, 0.015127261085320955, 0.020029614214823115, 0.017948615335360973, 0.022150632303505682, 0.02145029614214823, 0.018388826636785656, 0.02695293740995678, 0.016147750920441812, 0.015567472386745638, 0.00840403393628942, 0.010785176884904754, 0.02335120858011846, 0.011505522650872419, 0.009664639026732832, 0.002461181367056187, 0.013806627181046903, 0.012165839603009444, 0.009664639026732832, 0.010565071234192413, 0.00958460060829198, 0.012646070113654553, 0.006403073475268129, 0.0037618056667200256, 0.01200576276612774, 0.015187289899151593, 0.004902353129502161, 0.0025012005762766127, 0.01068512886185369, 0.007383544101168561, 0.005702737313910677, 0.009604610212902194, 0.014707059388506484, 0.012586041299823915, 0.011085320954057948, 0.025832399551784856, 0.011205378581719225, 0.01640787578037458, 0.008384024331679205, 0.011525532255482631, 0.008704178005442613, 0.01282615655514647, 0.0014006723227149031, 0.004302064991195774, 0.005202497198655355, 0.0037618056667200256, 0.002201056507123419, 0.00910437009764687, 0.0025212101808868258, 0.0019209220425804386, 0.005962862173843445, 0.006543140707539619, 0.0035817192252281093, 0.0013206339042740516, 0.0018809028333600128, 0.003701776852889387, 0.006383063870657916, 0.0036017288298383224, 0.002040979670241716, 0.00200096046102129, 0.0006002881383063871, 0.004502161037297903, 0.003681767248279174, 0.0009804706259004322, 0.0040419401312630065, 0.0033816231791259804, 0.0013406435088842645, 0.007943813030254522, 0.002321114134784697, 0.00048023051064510964, 0.00018008644149191612, 0.00044021130142468386, 0.0013806627181046902, 0.003641748039058748, 0.002321114134784697, 0.0012806146950536258, 0.002281094925564271, 0.003881863294381303, 0.0012606050904434129, 0.0012005762766127742, 0.001820874019529374, 0.0010805186489514966, 0.00030014406915319355, 0.00044021130142468386, 0.002861373459260445, 0.001640787578037458, 0.00018008644149191612, 0.001660797182647671, 0.00020009604610212903, 6.0028813830638705e-05, 0.0, 0.001020489835120858, 0.0009404514166800064, 0.001220585881222987, 0.0, 0.00034016327837361934, 0.00016007683688170322, 0.002321114134784697, 0.0007003361613574516, 0.0012606050904434129, 0.0027613254362093805, 0.0, 0.0, 0.0, 2.0009604610212903e-05, 0.0, 0.0, 0.0, 0.00030014406915319355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.         0.59629462 0.15117286 0.06085845 0.03901915 0.02249609
 0.01697885 0.01350011 0.01180509 0.00648587 0.00694046 0.00486911
 0.0065462  0.00645272 0.00588373 0.0048025  0.00291901 0.00245247
 0.00229835 0.00236795 0.00155314 0.00161646 0.00171772 0.00202984
 0.00170219 0.00162692 0.02561015]","[0.         0.07820431 0.05938129 0.02832641 0.02156372 0.01723518
 0.01484719 0.01507379 0.01302672 0.00950631 0.00942696 0.00855775
 0.00985939 0.00946854 0.00938468 0.00791621 0.00662546 0.00595872
 0.00618784 0.00639622 0.00481815 0.00479077 0.0051898  0.00545886
 0.00485419 0.00505318 0.00982029]"
C4H10_3500K,66.11844632994477,21.574161564563777,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0021211878652045144, 0.0009605379012246858, 0.0006403586008164572, 0.0012807172016329144, 0.0, 0.004682622268470343, 0.004982790362603058, 0.011266309133114544, 0.00788441527255263, 0.007244056671736172, 0.007003922196430001, 0.008344673016889459, 0.009045065236532458, 0.02179220363403506, 0.007063955815256544, 0.011986712559033058, 0.006243496357960458, 0.007204034259185144, 0.009245177299287602, 0.007764348034899544, 0.012707115984951573, 0.02613463539582166, 0.030917313695669576, 0.02137196830224926, 0.02193228207796366, 0.02165212519010646, 0.024713839750260147, 0.011226286720563515, 0.011926678940206516, 0.012527015128471944, 0.012747138397502602, 0.015548707276074603, 0.01464820299367646, 0.013687665092451774, 0.013307452173217002, 0.011226286720563515, 0.010045625550308173, 0.00816457216040983, 0.019711038181381573, 0.023453133754902745, 0.019851116625310174, 0.02235251740974946, 0.013007284079084287, 0.016769390858880972, 0.017149603778115745, 0.012967261666533258, 0.029136316337148804, 0.015568718482350115, 0.013847754742655887, 0.013147362523012887, 0.016089009845513487, 0.013567597854798687, 0.020971744176738975, 0.010665972944849115, 0.012026734971584086, 0.01474825902505403, 0.012306891859441288, 0.010505883294645002, 0.013327463379492515, 0.010465860882093973, 0.015288561594492916, 0.015248539181941887, 0.005002801568878572, 0.015368606419594973, 0.015688785720003203, 0.006963899783878972, 0.009345233330665172, 0.00984551348755303, 0.006483630833266629, 0.002781557672296486, 0.004442487793164172, 0.014508124549747859, 0.010385816056991915, 0.014368046105819259, 0.0050228127751540865, 0.002621468022092372, 0.001660930120867686, 0.003181781797806772, 0.005743216201072601, 0.004182342111582486, 0.0024013447530617147, 0.0012807172016329144, 0.004722644681021372, 0.004882734331225486, 0.0054430481069398864, 0.0029016249099495716, 0.0033018490354598576, 0.0032818378291843433, 0.0014207956455615145, 0.0005202913631633715, 0.0013007284079084287, 0.0006403586008164572, 0.0003401905066837429, 0.00044024653806131435, 0.00012006723765308573, 0.0008604818698471143, 2.0011206275514287e-05, 0.0005403025694388858, 0.0001400784439286, 0.0007204034259185143, 0.00022012326903065717, 8.004482510205715e-05, 0.0012006723765308573, 0.0001400784439286, 0.0017009525334187145, 0.00030016809413271434, 0.0007404146321940287, 0.002701512847194429, 0.0008204594572960858, 0.00036020171295925716, 0.00018010085647962858, 0.0011206275514288, 0.0008004482510205716, 0.0005202913631633715, 0.0007404146321940287, 0.0004802689506123429, 4.0022412551028574e-05, 0.0011406387577043145, 0.0001600896502041143, 0.0, 0.0001400784439286, 0.0, 0.00010005603137757145, 0.0, 2.0011206275514287e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.         0.57089964 0.1730199  0.06755738 0.0371387  0.02868016
 0.01721981 0.01596334 0.01052702 0.00738673 0.0070985  0.00708015
 0.00487171 0.00522711 0.00314562 0.00285769 0.00273044 0.00216257
 0.0013556  0.00217589 0.00157754 0.00137484 0.00134909 0.00120084
 0.0016533  0.00091321 0.02483321]","[0.         0.0556741  0.04047433 0.02764148 0.02449911 0.02054877
 0.01647825 0.01262896 0.01366295 0.01074561 0.00956586 0.01001668
 0.0087912  0.00906779 0.00657289 0.00620367 0.00606763 0.005605
 0.00447733 0.0055017  0.00482688 0.00433884 0.00445677 0.0042822
 0.00480329 0.00376621 0.00939718]"
C4H10_3600K,71.23659639570725,23.727040228642636,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005399689517852724, 0.0, 0.0, 0.002069880981843544, 0.0031948162980628613, 8.99948252975454e-05, 0.004364749026930952, 0.012599275541656355, 0.0013724210857875671, 0.001934888743897226, 0.006119648120233087, 0.004499741264877269, 0.004252255495309019, 0.0030148266474677708, 0.002182374513465476, 0.005152203748284474, 0.0046122347964992014, 0.008459513577969266, 0.011384345400139492, 0.018943910725133305, 0.011046864805273697, 0.02083380205638176, 0.018448939185996806, 0.011001867392624924, 0.014646657817175512, 0.019618871914864895, 0.015096631943663239, 0.0141741849843634, 0.020293833104596485, 0.014016694040092694, 0.01201430917722231, 0.006277139064503791, 0.009741939838459288, 0.011496838931761424, 0.013589218619929355, 0.015119130649987626, 0.014376673341282876, 0.015591603482799738, 0.01669404009269467, 0.022588701149683893, 0.020226336985623327, 0.01300425225549531, 0.011721825995005286, 0.008774495466510676, 0.018313946948050486, 0.023398654577361802, 0.023308659752064257, 0.02342115328368619, 0.02803338808018539, 0.011339347987490719, 0.01939388485162103, 0.018966409431457693, 0.013566719913604967, 0.016874029743289762, 0.006749611897315905, 0.008639503228564358, 0.014624159110851126, 0.012081805296195468, 0.015029135824690081, 0.008257025221049789, 0.011316849281166334, 0.00929196571197156, 0.007154588611154858, 0.006659617072018359, 0.015164128062636398, 0.007582064031318199, 0.0136792134452269, 0.01343172767565865, 0.011159358336895629, 0.01194681305824915, 0.014759151348797444, 0.008257025221049789, 0.009944428195378765, 0.004184759376335861, 0.006727113190991518, 0.007064593785857313, 0.00886449029180822, 0.006884604135262222, 0.006007154588611155, 0.005962157175962382, 0.0036672891308749747, 0.003419803361306725, 0.006367133889801336, 0.002902333115845839, 0.0013949197921119536, 0.0037122865435237472, 0.002609849933628816, 0.0020248835691947715, 0.005534681755799042, 0.006299637770828178, 0.0016874029743289762, 0.005467185636825882, 0.008099534276779086, 0.006367133889801336, 0.0074245730870474945, 0.004364749026930952, 0.0016424055616802034, 0.002317366751411794, 0.003982271019416383, 0.0003149818885414089, 0.002902333115845839, 0.0028798344095214527, 0.001304924966814408, 0.00044997412648772693, 0.0019798861565459985, 0.001304924966814408, 0.0008324521340022948, 0.0010799379035705448, 0.0011474340225437038, 0.0007874547213535222, 0.002069880981843544, 0.0019798861565459985, 0.002519855108331271, 0.0008099534276779085, 8.99948252975454e-05, 0.0003599793011901816, 0.0022723693387630213, 0.00020248835691947712, 0.0001799896505950908, 0.0003599793011901816, 0.000517470245460886, 0.0002924831822170225, 0.0, 6.749611897315905e-05, 0.0, 6.749611897315905e-05, 0.0, 0.0, 4.49974126487727e-05, 0.0, 0.0, 0.0, 0.0, 0.000517470245460886, 0.0, 0.00015749094427070445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.         0.60914782 0.16480426 0.05249817 0.03518456 0.02419348
 0.01581932 0.01020617 0.00825437 0.00735733 0.00713606 0.00615118
 0.00348834 0.00429987 0.00443796 0.00310903 0.00309605 0.00265186
 0.00201701 0.00210552 0.00171855 0.00141444 0.00100185 0.00135854
 0.00077759 0.00107172 0.02669894]","[0.         0.06940733 0.04075085 0.0273588  0.01907171 0.01721187
 0.01609048 0.01356612 0.01114432 0.01002191 0.01099691 0.00912935
 0.007562   0.00726753 0.00763013 0.00666574 0.00693469 0.00610602
 0.00539327 0.0055771  0.00511107 0.00459691 0.00392139 0.00448722
 0.00330076 0.00392299 0.01025544]"
C4H10_3600K_1120at,73.50514799176321,27.34964797383958,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00010399983360026624, 0.0, 0.0005823990681614909, 0.0, 4.159993344010649e-05, 0.001019198369282609, 0.0010607983027227156, 0.000748798801921917, 6.239990016015975e-05, 0.0034735944422488924, 0.00391039374337001, 0.002599995840006656, 0.0012687979699232482, 0.007342388252178796, 0.01075358279426753, 0.005844790648334963, 0.006302389916176134, 0.006052790315535495, 0.014039977536035942, 0.010254383592986251, 0.019260769182769307, 0.011086382261788381, 0.011689581296669926, 0.014871976204838072, 0.013020779166753333, 0.017534371945004887, 0.01844957048068723, 0.017575971878444993, 0.018927969715248457, 0.024959960064063896, 0.02235996422405724, 0.016764773176362918, 0.009318385090583855, 0.012375980198431683, 0.00557439108097427, 0.010899182561307902, 0.015537575139879776, 0.016099174241321214, 0.0163279738752418, 0.017076772677163718, 0.023171162926139317, 0.020092767851571436, 0.028953553674314122, 0.021028766353973834, 0.025479959232065228, 0.016702373276202758, 0.022110364623416603, 0.01133598186242902, 0.009713584458264866, 0.010233583626266198, 0.014039977536035942, 0.009630384591384654, 0.011564781496349605, 0.00788318738690018, 0.004326393077771076, 0.005303991513613578, 0.010711982860827423, 0.01915676934916904, 0.012583979865632216, 0.008403186554901512, 0.010670382927387315, 0.01293757929987312, 0.012500779998752001, 0.008444786488341618, 0.010649582960667262, 0.005449591280653951, 0.005803190714894857, 0.005262391580173472, 0.007279988352018637, 0.006364789816336294, 0.005075191879692993, 0.002683195706886869, 0.007799987520019968, 0.004555192711691661, 0.003598394242569212, 0.006094390248975601, 0.0031407949747280406, 0.004055993510410383, 0.0059487904819352285, 0.00646878964993656, 0.00782078748674002, 0.006697589283857146, 0.005075191879692993, 0.004388792977931235, 0.006697589283857146, 0.007737587619859808, 0.007924787320340288, 0.00902718555650311, 0.007737587619859808, 0.006739189217297253, 0.0035567943091291054, 0.0032239948416082536, 0.0054079913472138445, 0.0065103895833766665, 0.004243193210890862, 0.004243193210890862, 0.0099215841254654, 0.006614389416976933, 0.004908792145932567, 0.003015995174407721, 0.0032239948416082536, 0.00403519354369033, 0.003972793643530171, 0.0017055972710443663, 0.0035775942758491585, 0.0024959960064063896, 0.0028911953740874013, 0.0028079955072071883, 0.0033071947084884665, 0.0012895979366433013, 0.0012687979699232482, 0.0024959960064063896, 0.004638392578571874, 0.002911995340807455, 0.0024543960729662834, 0.002079996672005325, 0.0018095971046446326, 0.003993593610250224, 0.0026207958067267093, 0.0006031990348815442, 0.0005615991014414377, 0.002870395407367348, 0.00029119953408074546, 0.0008527986355221832, 0.00041599933440106496, 0.00022879963392058572, 0.00010399983360026624, 0.00018719970048047924, 0.00016639973376042597, 4.159993344010649e-05, 0.0, 8.319986688021299e-05, 0.001081598269442769, 0.00033279946752085194, 2.0799966720053246e-05, 0.0004783992345612247, 0.0008943985689622896, 0.0005407991347213844, 4.159993344010649e-05, 0.0005407991347213844, 0.0009359985024023961, 0.00029119953408074546, 0.0005407991347213844, 0.00020799966720053248, 6.239990016015975e-05, 0.0, 0.0, 0.0001247998003203195, 0.0, 0.0, 0.0, 0.0, 2.0799966720053246e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0799966720053246e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.         0.58252754 0.16282969 0.07493408 0.04008923 0.022967
 0.01724129 0.01361923 0.01053023 0.00906697 0.00572815 0.00485917
 0.00472475 0.0032949  0.00304826 0.0030124  0.00267867 0.00213195
 0.00167575 0.00219246 0.00168868 0.00129274 0.00110513 0.00142667
 0.00159939 0.00102877 0.02470691]","[0.         0.06372286 0.04107523 0.03189367 0.02821818 0.01597892
 0.01410838 0.01242593 0.01076987 0.0101573  0.00829942 0.00713828
 0.00805599 0.00626875 0.005815   0.00637707 0.00559858 0.0049895
 0.0042932  0.00505291 0.0044367  0.00379109 0.00353739 0.00420331
 0.00424643 0.00340381 0.00898618]"
