,DegDist,r,CompSizeDist,CompSizeStdev,MaxMol,MaxMolStdev,LoopSizeDist,LoopCountDist
C4H10_3600K_1120at_1,"[1.66314348e-01 3.44655642e-01 3.24285872e-01 1.42057341e-01
 2.26798104e-02 6.98574381e-06]",0.008393569359157147,"[0.         0.61176776 0.16321552 0.06479064 0.03095273 0.02111232
 0.0138622  0.00966184 0.00969852 0.00905469 0.0063751  0.00432584
 0.00535192 0.00306955 0.00233112 0.00283016 0.0023345  0.00202079
 0.00162647 0.00181711 0.00195177 0.0012201  0.00113467 0.00143053
 0.001181   0.00101305 0.02587012]",[0.         0.04974079 0.045224   0.02371204 0.02083657 0.01408152],73.09894976591168,26.251011492193722,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 7.93785382e-02
 8.32626742e-02 4.17922876e-01 2.63715062e-01 7.61595288e-02
 2.73463482e-02 1.89535681e-02 9.38285395e-03 4.27508822e-03
 2.24924475e-03 3.21393212e-03 4.60511284e-03 8.17445609e-04
 1.25917088e-03 6.80358458e-04 1.62473661e-03 1.69581884e-03
 2.13246681e-04 1.69581884e-03 9.24068950e-04 6.09276231e-05
 7.10822269e-05 3.40179229e-04 1.52319058e-04]","[0.         0.00147623 0.00501919 0.02606605 0.03758067 0.07398035
 0.10713231 0.13125817 0.1539078  0.14277279 0.11843604 0.08524189
 0.06048336 0.03121178 0.01830528 0.00476612 0.00206673 0.00029525
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C4H10_3600K_1120at_2,"[1.44401213e-01 3.63676876e-01 3.37091165e-01 1.34239705e-01
 2.05851424e-02 5.89913001e-06]",-0.010096564276076627,"[0.         0.54916487 0.16372341 0.0861292  0.0496392  0.02530751
 0.02087722 0.01783812 0.0114814  0.00933904 0.00508441 0.0053906
 0.00423377 0.00355976 0.0037854  0.00336858 0.00300707 0.00223165
 0.00180269 0.00268147 0.00146302 0.00141789 0.00116022 0.00149213
 0.00200746 0.00105881 0.02275512]",[0.         0.04683016 0.03581454 0.03605314 0.03171536 0.01739084],70.17748686802364,26.992912794959018,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 9.43288516e-02
 9.76181285e-02 3.57829838e-01 2.60575977e-01 9.30457617e-02
 3.46814838e-02 7.92144880e-03 2.10024411e-02 9.20997548e-03
 2.53899560e-03 2.09861307e-03 2.24540725e-03 2.71841071e-04
 3.47956571e-04 3.96887963e-04 1.19066389e-03 3.53393392e-04
 1.19066389e-03 5.00187570e-03 2.73472117e-03 5.49118963e-04
 2.02793439e-03 4.34945713e-05 2.79452621e-03]","[0.         0.00094386 0.01054662 0.03578464 0.08502955 0.11285292
 0.12676461 0.1440824  0.12807781 0.10513789 0.10751806 0.07103578
 0.04386901 0.01662016 0.00533487 0.00250328 0.00332403 0.00057452
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C4H10_4000K_1,"[1.48359703e-01 3.55097359e-01 3.40505608e-01 1.38714487e-01
 1.73052505e-02 1.75921988e-05]",0.022777753287309355,"[0.         0.56139333 0.16899281 0.07155924 0.04584349 0.02888709
 0.01822933 0.01118925 0.01164146 0.00886801 0.00873146 0.00443107
 0.00438262 0.00240053 0.00356923 0.00270004 0.00238291 0.0030025
 0.00299809 0.00106005 0.00220966 0.0023462  0.00187491 0.00201586
 0.00131992 0.00147262 0.02649831]",[0.         0.04799026 0.04047143 0.02813397 0.02562095 0.01848477],56.65982786228983,19.88237718756223,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.58415034e-01
 8.23151335e-02 3.34219670e-01 2.44025383e-01 7.24947391e-02
 3.97220274e-02 1.72754115e-02 1.67207713e-02 5.36695976e-03
 1.58235592e-03 2.85476583e-03 2.26749971e-03 7.30820052e-03
 4.29030522e-03 2.64269751e-03 3.71935205e-03 8.31960327e-04
 6.19892008e-04 3.26258952e-05 0.00000000e+00 8.15647379e-05
 7.50395589e-04 4.89388428e-05 2.41431624e-03]","[0.         0.01180945 0.04353483 0.07085669 0.11279023 0.15332266
 0.17053643 0.16943555 0.13290633 0.0617494  0.04043235 0.02191753
 0.00710568 0.00360288 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C4H10_4000K_2,"[1.40392001e-01 3.67996741e-01 3.54725577e-01 1.24638774e-01
 1.22414338e-02 5.47312850e-06]",-0.024190710600489815,"[0.         0.52716904 0.16766786 0.08754704 0.04180368 0.03050189
 0.01936327 0.01307057 0.01296713 0.01199969 0.00972534 0.01113133
 0.00740146 0.00634661 0.00609018 0.00445253 0.003319   0.00350987
 0.00301304 0.00208057 0.00200626 0.00172506 0.00226269 0.00206308
 0.00137248 0.00108108 0.02032925]",[0.         0.0685787  0.03733639 0.03368032 0.02132467 0.01802199],47.62980384307446,18.511783094348825,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.05521550e-01
 1.29504991e-01 3.79981205e-01 1.91831966e-01 2.57282910e-02
 2.15122038e-02 5.10502121e-03 1.31054276e-02 9.93066314e-03
 4.95263251e-03 6.88288929e-03 8.63535926e-04 1.01592462e-04
 5.07962309e-05 1.72707185e-03 4.82564194e-04 1.95565489e-03
 0.00000000e+00 0.00000000e+00 3.80971732e-04 0.00000000e+00
 1.52388693e-04 1.52388693e-04 7.61943464e-05]","[8.40672538e-03 6.49519616e-02 1.34807846e-01 2.11669335e-01
 2.13971177e-01 1.93254604e-01 9.25740592e-02 5.38430745e-02
 2.25180144e-02 3.80304243e-03 2.00160128e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
C4H10_4500K_1,"[1.33728810e-01 3.43307886e-01 3.65462866e-01 1.42884866e-01
 1.46053999e-02 1.01725260e-05]",0.01594894654651374,"[0.         0.54217928 0.16573969 0.07440758 0.04289141 0.02947252
 0.02196133 0.01650637 0.01124949 0.01321453 0.00766524 0.00614037
 0.00596116 0.00463436 0.00386092 0.00352765 0.00348049 0.00315979
 0.00316608 0.0024681  0.00256556 0.00208452 0.00222286 0.00183614
 0.00165064 0.00137396 0.02657997]",[0.         0.07272485 0.05556916 0.03222856 0.02720804 0.02123916],59.335136217948715,23.62578141559492,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.83296321e-01
 9.89736510e-02 2.94700198e-01 1.87353700e-01 5.62691315e-02
 2.76393974e-02 4.32146930e-03 1.00534182e-02 1.54552548e-02
 4.80163256e-03 5.88199988e-03 4.44151011e-03 1.32044895e-03
 1.11037753e-03 1.80061221e-04 0.00000000e+00 6.00204069e-05
 6.00204069e-04 1.50051017e-04 6.60224476e-04 5.10173459e-04
 2.10071424e-04 9.00306104e-05 1.92065302e-03]","[0.00380609 0.01262019 0.02483974 0.06971154 0.11197917 0.1396234
 0.13581731 0.13581731 0.11077724 0.09234776 0.07371795 0.04707532
 0.02764423 0.01141827 0.00260417 0.00020032 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C4H10_4500K_2,"[1.36530167e-01 3.54613475e-01 3.57281807e-01 1.35516044e-01
 1.60326835e-02 2.58225661e-05]",0.010207161587787028,"[0.         0.53205213 0.17344209 0.08348835 0.03932985 0.03076872
 0.0212624  0.01599587 0.01172889 0.01091053 0.00677643 0.00712068
 0.00699083 0.0054296  0.00475618 0.00400123 0.00297148 0.00286277
 0.00328252 0.00163975 0.00185114 0.00167599 0.0017243  0.00154916
 0.00130153 0.0011445  0.02594308]",[0.         0.08545485 0.06075804 0.0327679  0.02197383 0.02042544],53.015625,17.171917652358314,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.77922237e-01
 1.49713971e-01 3.01997614e-01 1.39159962e-01 6.20086268e-02
 2.26069932e-02 1.59686745e-02 7.46428462e-03 2.47789776e-03
 2.56967176e-03 4.52751690e-03 4.19101227e-03 7.03600600e-04
 5.81235278e-04 1.13187923e-03 8.87148582e-04 6.11826608e-05
 8.87148582e-04 1.13187923e-03 1.59074918e-03 6.11826608e-04
 6.73009269e-04 1.83547983e-04 9.48331243e-04]","[0.         0.00180288 0.0166266  0.06330128 0.11458333 0.16326122
 0.16546474 0.15304487 0.11678686 0.09354968 0.05649038 0.02944712
 0.01642628 0.00701122 0.00180288 0.00040064 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C4H10_5000K_1,"[1.22878637e-01 3.58296712e-01 3.72591459e-01 1.34364984e-01
 1.18369078e-02 3.13000801e-05]",0.026254097950661148,"[0.         0.49177129 0.17552729 0.08985451 0.05559841 0.03270422
 0.02525145 0.01848324 0.0148343  0.01109242 0.00943832 0.00932061
 0.00662572 0.00506764 0.00452246 0.00437068 0.00367682 0.00232628
 0.00277543 0.00205679 0.00223955 0.00167269 0.00176872 0.00170057
 0.00164791 0.00137842 0.02429429]",[0.         0.08706693 0.04980209 0.03521174 0.02626134 0.02160369],50.1796875,17.39868693188155,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.68670266e-01
 1.03658353e-01 2.52224266e-01 1.59815424e-01 4.81044727e-02
 1.76131737e-02 1.39035498e-02 8.95738456e-03 7.02717375e-03
 1.35717948e-03 4.49377205e-03 3.55882619e-03 1.11590313e-03
 9.34945864e-04 1.20638176e-03 1.11590313e-03 1.38733902e-03
 1.50797720e-03 1.80957264e-03 2.11116808e-04 5.73031336e-04
 3.01595440e-04 2.11116808e-04 2.41276352e-04]","[0.00020032 0.00300481 0.02323718 0.06911058 0.11538462 0.13541667
 0.16586538 0.15224359 0.11217949 0.08653846 0.05548878 0.04146635
 0.02463942 0.01121795 0.00320513 0.00080128 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C4H10_5000K_2,"[1.23932731e-01 3.60310332e-01 3.70156062e-01 1.32482660e-01
 1.31017227e-02 1.64920084e-05]",0.009633963719718865,"[0.         0.49561404 0.18327001 0.08202965 0.05357209 0.03507841
 0.02523559 0.01949007 0.01490856 0.01069021 0.00841807 0.00683503
 0.00695608 0.00480501 0.00429284 0.00520542 0.00347339 0.00254218
 0.00217901 0.00146199 0.00218833 0.00209521 0.00141543 0.00148992
 0.00140612 0.00119194 0.0241554 ]",[0.         0.06587803 0.03938853 0.03725266 0.0292651  0.02282075],53.71652593486128,20.822397458998843,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.01367752e-01
 1.10479676e-01 1.96301291e-01 1.61818532e-01 5.98150645e-02
 3.18821036e-02 6.54979773e-03 5.20130996e-03 4.81602774e-03
 4.62338663e-03 4.91234830e-03 6.74243884e-04 2.50433442e-03
 1.05952610e-03 3.85282219e-04 6.74243884e-04 3.85282219e-04
 4.81602774e-04 3.37121942e-03 1.92641110e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 2.50433442e-03]","[0.00542823 0.02472859 0.04704463 0.10193004 0.1079614  0.1145959
 0.13630881 0.11821472 0.13329312 0.08986731 0.06031363 0.02834741
 0.02412545 0.00422195 0.00241255 0.00060314 0.00060314 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C8H18_3300K_1,"[1.00475685e-01 3.23022294e-01 3.53662296e-01 1.92359416e-01
 3.04771133e-02 3.19661814e-06]",0.0029721216331923457,"[0.00000000e+00 5.64131361e-01 1.96461927e-01 7.36351654e-02
 4.04959236e-02 2.09912414e-02 1.31856405e-02 1.14148176e-02
 5.25344126e-03 5.59284898e-03 4.13968686e-03 2.68652474e-03
 2.50788909e-03 4.45657096e-03 3.74513509e-03 2.68807809e-03
 1.54403330e-03 3.10593016e-03 2.53351943e-03 1.22947923e-03
 8.83081418e-04 1.02132987e-03 2.08149358e-04 1.67762169e-04
 1.49898605e-04 4.52025845e-04 3.73185392e-02]",[0.         0.03723878 0.03066482 0.03393489 0.03048268 0.01999197],135.88472161069527,38.03143154002149,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.86765767e-02
 5.67358756e-02 3.69370276e-01 2.88989979e-01 7.34191484e-02
 3.53626339e-02 2.21280650e-02 1.41302926e-02 2.71736396e-03
 1.50461449e-02 9.97037738e-03 4.97176961e-03 6.16606784e-03
 1.56533583e-02 1.81895647e-02 6.42773992e-03 3.31786784e-03
 1.27481272e-03 1.74783533e-03 1.61028975e-04 2.03970035e-03
 1.64719222e-03 1.34190813e-04 2.17221378e-02]","[0.         0.         0.         0.         0.         0.00020014
 0.0072049  0.01645119 0.05679862 0.08341672 0.12340391 0.11363727
 0.1407357  0.19477245 0.15018212 0.06888684 0.02813913 0.01517032
 0.00100068 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C8H18_3300K_2,"[8.97202433e-02 3.16348405e-01 3.77810880e-01 1.87207892e-01
 2.89074382e-02 5.14176828e-06]",0.0030169998757087336,"[0.         0.53105175 0.15105404 0.09622001 0.05954696 0.03433909
 0.01954401 0.01302498 0.00910013 0.00959606 0.0109128  0.00533896
 0.00164408 0.00231759 0.00096239 0.0029109  0.00107205 0.00221448
 0.00159252 0.00133883 0.00162853 0.00260319 0.00197224 0.00085355
 0.0009984  0.00116861 0.03699385]",[0.         0.05306678 0.04175978 0.03937168 0.02925691 0.02331756],134.12026734971585,34.64562429316082,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.51596358e-02
 6.60180002e-02 3.27274623e-01 3.67299258e-01 8.79479676e-02
 2.32920368e-02 1.30569658e-02 5.05725253e-03 2.53188480e-03
 3.55180751e-04 7.99971325e-03 1.05641834e-02 3.62675391e-03
 5.73177010e-03 4.85848165e-03 7.38384938e-03 7.15249311e-03
 3.91024680e-03 3.65608076e-03 8.04859133e-04 3.82552479e-03
 5.34400396e-04 1.39139615e-03 1.05674420e-02]","[0.         0.         0.         0.         0.         0.
 0.         0.00424238 0.03706075 0.0649964  0.15880893 0.1814216
 0.18418314 0.116065   0.07868406 0.06279517 0.03085728 0.01809013
 0.01048587 0.01789002 0.02809573 0.00604338 0.00028016 0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C8H18_4000K_1040at_1,"[1.05925271e-01 3.13322763e-01 3.72593480e-01 1.82122904e-01
 2.60126991e-02 2.28823223e-05]",-0.015044593427743582,"[0.         0.56694727 0.1631097  0.07204561 0.03597    0.02729498
 0.01613788 0.01454581 0.01097711 0.00812108 0.00629854 0.00550881
 0.00483532 0.00360059 0.00286732 0.00307986 0.0027378  0.0027564
 0.00239109 0.00239441 0.00184579 0.00117097 0.00165915 0.00162196
 0.00160867 0.00184911 0.03862478]",[0.         0.0802729  0.05118106 0.03445097 0.02480509 0.02109961],115.60907490396927,38.43042536457873,"[0.         0.         0.         0.11048234 0.07707926 0.33256638
 0.22658006 0.07517637 0.03725549 0.03172718 0.02876092 0.01886094
 0.01652587 0.00951131 0.00626211 0.00663211 0.0039177  0.0024781
 0.00270197 0.00139918 0.00136809 0.00115044 0.00090169 0.0010385
 0.00062497 0.00076488 0.00623412]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 4.00128041e-05
 3.08098592e-03 7.92253521e-03 1.90861076e-02 3.60515365e-02
 5.90989117e-02 7.43037772e-02 8.67877721e-02 9.23895647e-02
 1.05073624e-01 1.03593150e-01 8.53473111e-02 7.81049936e-02
 7.13028169e-02 5.82186300e-02 4.50544174e-02 3.08898848e-02
 1.88460307e-02 1.27640845e-02 5.84186940e-03 2.84090909e-03
 1.84058899e-03 8.80281690e-04 6.00192061e-04 4.00128041e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
C8H18_4000K_1040at_2,"[1.05479598e-01 3.21788594e-01 3.61839637e-01 1.84831789e-01
 2.60428754e-02 1.75063023e-05]",-0.00500999180173704,"[0.         0.55469496 0.1718276  0.06866434 0.04480839 0.02280066
 0.01624768 0.01332459 0.01126295 0.00957071 0.00734657 0.0057855
 0.00532148 0.0043184  0.00330749 0.00363967 0.00272731 0.0020662
 0.00191479 0.00210275 0.00183126 0.00129937 0.00167528 0.0020029
 0.0012948  0.00148667 0.03867766]",[0.         0.07993499 0.04818501 0.03215507 0.02392806 0.01819472],110.56364291144813,40.208192605349794,"[0.         0.         0.         0.11344155 0.07972521 0.32251201
 0.23453401 0.07800474 0.04046143 0.02894705 0.02290717 0.01600401
 0.0119065  0.00823758 0.00821023 0.00608852 0.00352909 0.00363244
 0.00150465 0.00290899 0.00278436 0.0014013  0.00171743 0.00170527
 0.00170831 0.00086935 0.0072588 ]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.40086431e-04
 4.80172862e-04 3.80136849e-03 1.00836301e-02 2.16477932e-02
 3.42923452e-02 5.48597495e-02 7.56272258e-02 9.68748750e-02
 1.19963187e-01 1.28446241e-01 1.16882078e-01 1.03277180e-01
 8.33900204e-02 6.23824577e-02 4.24952983e-02 2.73698531e-02
 1.25245088e-02 3.76135409e-03 8.40302509e-04 5.60201673e-04
 1.60057621e-04 0.00000000e+00 4.00144052e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
C2H6_3300K_1,"[2.65466200e-01 4.49810894e-01 2.13010237e-01 6.26844629e-02
 9.02699667e-03 1.20945100e-06]",-0.008495422160914676,"[0.00000000e+00 5.83130558e-01 2.18037274e-01 6.62689441e-02
 4.36001190e-02 2.04242147e-02 1.25559782e-02 1.23313659e-02
 1.00916713e-02 5.52682359e-03 9.71126733e-03 1.89596972e-03
 4.09028809e-03 1.62787189e-03 1.15974055e-03 6.86315326e-04
 8.84458153e-04 1.21267948e-03 5.93672211e-04 5.57371235e-04
 3.88722951e-04 1.28301262e-03 1.17902545e-03 1.22742675e-03
 3.62253489e-04 2.91164078e-04 8.81811207e-04]",[0.         0.02923774 0.02930168 0.02699344 0.01631938 0.00938344],19.011360200423308,5.742844291972895,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 7.13777567e-02
 1.43737932e-01 5.46088960e-01 1.66875572e-01 2.30360107e-03
 0.00000000e+00 0.00000000e+00 2.71011891e-04 5.79287916e-03
 6.35522884e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[0.16781133 0.50339078 0.23830504 0.06742689 0.02254762 0.00051834
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C2H6_3300K_2,"[2.63248687e-01 4.45206335e-01 2.28760763e-01 5.78024151e-02
 4.98144907e-03 3.50017501e-07]",-0.0018088596150803698,"[0.00000000e+00 5.78827116e-01 2.16459531e-01 6.11349742e-02
 4.51459805e-02 2.75449318e-02 1.71093394e-02 1.64784018e-02
 6.82486515e-03 4.47064338e-03 4.78170135e-03 4.36363330e-03
 3.37254351e-03 2.79146727e-03 2.42824667e-03 2.05850575e-03
 1.67073804e-03 1.49200435e-04 5.51159448e-04 9.45063939e-04
 8.19643522e-04 3.08756685e-04 3.80480287e-04 3.29851862e-04
 4.94777793e-05 4.18068058e-05 9.61940081e-04]",[0.         0.01823942 0.02811291 0.01934248 0.01659752 0.0138004 ],18.190015750787538,5.726658432331368,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 8.33453809e-02
 1.65317334e-01 7.08038167e-01 4.17088333e-02 1.08428509e-03
 5.05999711e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[5.36008050e-01 3.28010151e-01 1.31081554e-01 4.50647532e-03
 3.93769688e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
C2H6_4000K_1,"[2.56730184e-01 3.98831065e-01 2.64628903e-01 7.45308247e-02
 5.27822258e-03 8.00640512e-07]",0.017213080071453047,"[0.00000000e+00 6.06386340e-01 1.70350370e-01 7.12787728e-02
 3.89934658e-02 2.78417277e-02 1.93429710e-02 1.46511155e-02
 1.07774430e-02 8.08590356e-03 4.48495860e-03 4.25172947e-03
 3.31599162e-03 3.27743358e-03 2.39247949e-03 2.66614754e-03
 1.76238466e-03 1.02790098e-03 8.86834968e-04 7.54232921e-04
 9.97806894e-04 9.79938533e-04 8.32289445e-04 7.01568278e-04
 3.67712060e-04 3.74295140e-04 3.21818585e-03]",[0.         0.02950792 0.04070012 0.0270054  0.01680147 0.01492637],22.76281024819856,6.568249351879222,"[0.         0.         0.         0.29066364 0.15780506 0.29507624
 0.18069815 0.03835904 0.01271353 0.02175718 0.00292717 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.        ]","[0.09397518 0.22838271 0.27071657 0.19675741 0.13751001 0.05794636
 0.01210969 0.00260208 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C2H6_4000K_2,"[2.60303473e-01 4.02068662e-01 2.60350716e-01 6.98088279e-02
 7.45791212e-03 1.04093684e-05]",-0.014531082409750875,"[0.00000000e+00 6.08572963e-01 1.65218816e-01 7.60882619e-02
 3.46199357e-02 2.82044574e-02 1.88358667e-02 1.61713624e-02
 9.66837070e-03 8.87609497e-03 6.54116249e-03 3.95858567e-03
 4.62238426e-03 2.37217222e-03 2.88049484e-03 3.42140224e-03
 1.72978650e-03 1.39555972e-03 1.09484872e-03 9.35648777e-04
 7.67138898e-04 1.05388499e-03 5.87457093e-04 4.70151873e-04
 5.17632557e-04 9.77543498e-05 1.29780537e-03]",[0.         0.04645726 0.03524771 0.02481613 0.01710628 0.01589339],19.807226503853467,6.979334626258074,"[0.         0.         0.         0.27647435 0.14790222 0.41021101
 0.13398259 0.02469136 0.00231174 0.00216418 0.         0.
 0.         0.         0.         0.         0.00226255 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.        ]","[0.07626864 0.29116205 0.31388249 0.20558503 0.07917125 0.02232009
 0.01030928 0.00130117 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C2H6_4000K_1280at_1,"[2.38439303e-01 4.19014518e-01 2.69488197e-01 6.65781103e-02
 6.47232848e-03 7.54305936e-06]",0.007393746643106599,"[0.00000000e+00 5.72446872e-01 1.92170173e-01 7.36194126e-02
 4.53666400e-02 2.79152301e-02 2.05125088e-02 1.47513747e-02
 9.96071371e-03 9.66166014e-03 6.08584701e-03 4.65869863e-03
 3.73740592e-03 3.76031605e-03 2.94440994e-03 1.71887071e-03
 1.81784247e-03 1.56552557e-03 1.34222817e-03 8.02770965e-04
 8.40649047e-04 6.75390641e-04 6.45760205e-04 7.01049987e-04
 5.06161145e-04 2.60564548e-04 1.53192404e-03]",[0.         0.04709285 0.03474684 0.02064499 0.01684013 0.01434037],21.522235404819376,7.162758150789266,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.37619392e-01
 1.44489927e-01 3.58969420e-01 1.12047516e-01 3.32932017e-02
 4.75158520e-03 5.23316478e-03 8.98948551e-04 1.41263344e-03
 9.47106509e-04 3.37105707e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[0.07826372 0.20995786 0.24252342 0.22448145 0.12743935 0.06149
 0.03583848 0.01403265 0.00445935 0.00114552 0.0003682  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]"
C2H6_4000K_1280at_2,"[2.48335390e-01 4.17274386e-01 2.59220784e-01 6.75070874e-02
 7.65723436e-03 5.11864763e-06]",0.013771033180816208,"[0.00000000e+00 5.85497910e-01 1.84409569e-01 7.56491264e-02
 4.50967999e-02 2.92983970e-02 1.85502099e-02 1.40692061e-02
 8.94506674e-03 6.52191189e-03 4.84107344e-03 4.11847000e-03
 3.52677298e-03 3.08384726e-03 2.22510114e-03 2.04491230e-03
 1.62816786e-03 1.38884012e-03 1.28041880e-03 1.14088796e-03
 1.17938985e-03 8.13467899e-04 7.08126732e-04 7.24759548e-04
 4.17668486e-04 4.70955099e-04 2.36894419e-03]",[0.         0.04424985 0.03142239 0.02372875 0.01904533 0.01409093],22.743637127257454,6.085086046852319,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.16762340e-01
 1.05102416e-01 3.60686931e-01 1.60363933e-01 2.96614912e-02
 1.15607861e-02 1.25361774e-02 2.65434369e-03 6.23610867e-04
 0.00000000e+00 1.59900222e-05 1.59900222e-05 1.59900222e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00]","[1.01847963e-01 1.87904242e-01 2.25619488e-01 1.88492230e-01
 1.48383032e-01 8.19823604e-02 4.67030659e-02 1.47417052e-02
 3.90592188e-03 3.35993280e-04 8.39983200e-05 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]"
